ensembl_gene_id	hgnc_symbol	logFC_RETT_FC	PValue_RETT_FC	entrezgene
ENSG00000149639	SOGA1	0.066007562	0.390449507	140710
ENSG00000129824	RPS4Y1	0.124332623	0.390504548	6192
ENSG00000249727		-0.095682171	0.3905231	NA
ENSG00000131944	FAAP24	0.090312679	0.39057931	91442
ENSG00000090889	KIF4A	-0.090429034	0.390581084	24137
ENSG00000197566	ZNF624	0.098571884	0.390606157	57547
ENSG00000142484	TM4SF5	-0.072313202	0.390625155	9032
ENSG00000118491	ZC2HC1B	0.076960718	0.390680892	153918
ENSG00000127472	PLA2G5	0.25422844	0.390794496	5322
ENSG00000211455	STK38L	0.112042455	0.390846519	23012
ENSG00000110721	CHKA	0.092223426	0.390848925	1119
ENSG00000244588	RAD21L1	-0.093906365	0.390858459	642636
ENSG00000132330	SCLY	0.09926824	0.390968076	51540
ENSG00000069020	MAST4	0.12145158	0.391258114	375449
ENSG00000249231	CASC16	0.13795894	0.391319912	643714
ENSG00000158055	GRHL3	0.06474809	0.391340812	57822
ENSG00000224546	EIF4BP3	-0.066923717	0.391457059	NA
ENSG00000135378	PRRG4	0.095326269	0.391457453	79056
ENSG00000124678	TCP11	0.131007254	0.391479623	6954
ENSG00000126391	FRMD8	-0.117584359	0.391620218	83786
ENSG00000185010	F8	-0.133887034	0.391770041	2157
ENSG00000151353	TMEM18	0.123328232	0.391774663	129787
ENSG00000157259	GATAD1	0.08647934	0.391842056	57798
ENSG00000253778		0.111644722	0.391895329	NA
ENSG00000258253		0.09393219	0.391944601	NA
ENSG00000196387	ZNF140	0.104178333	0.392007747	7699
ENSG00000259956	RBM15B	0.124986924	0.392182043	29890
ENSG00000279485		-0.092566631	0.392203643	NA
ENSG00000279667		-0.082679002	0.392274112	NA
ENSG00000172742	OR4D9	-0.104651462	0.392294302	390199
ENSG00000173641	HSPB7	0.099262598	0.392445837	27129
ENSG00000102313	ITIH6	0.097253939	0.392532528	347365
ENSG00000175664	TEX26	-0.083644424	0.392562356	122046
ENSG00000228522		-0.08267565	0.39265424	100996643
ENSG00000077044	DGKD	0.083959287	0.39266859	8527
ENSG00000119787	ATL2	-0.102576392	0.392684867	64225
ENSG00000109805	NCAPG	0.082370826	0.392703496	64151
ENSG00000180818	HOXC10	0.103182516	0.39302814	3226
ENSG00000163867	ZMYM6	0.088741763	0.393114195	9204
ENSG00000108958		0.48305744	0.393119294	NA
ENSG00000261748		0.072158457	0.393162729	NA
ENSG00000268941	LINC01711	-0.080432612	0.393195679	79160
ENSG00000204969	PCDHA2	-0.083891758	0.393227929	56146
ENSG00000204390	HSPA1L	-0.08376642	0.393257858	3305
ENSG00000204652	RPS26P8	0.09613517	0.393290747	NA
ENSG00000227913	KRT8P44	-0.222616705	0.393295623	NA
ENSG00000156475	PPP2R2B	-0.103585294	0.393452004	5521
ENSG00000189042	ZNF567	-0.095498646	0.393457291	163081
ENSG00000165169	DYNLT3	-0.072484939	0.393667901	6990
ENSG00000213547	VN1R64P	-0.083868964	0.393719079	NA
ENSG00000125734	GPR108	0.131635391	0.39380797	56927
ENSG00000277142	LINC00235	0.085039987	0.393894539	NA
ENSG00000154305	MIA3	0.097717236	0.393914676	375056
ENSG00000170561	IRX2	-0.124021949	0.394057094	153572
ENSG00000207962	MIR30C1	-0.089102539	0.394185763	407031
ENSG00000156697	UTP14A	0.127609382	0.394197066	10813
ENSG00000149485	FADS1	0.09828739	0.394215674	3992
ENSG00000120333	MRPS14	-0.139332499	0.394390315	63931
ENSG00000101204	CHRNA4	-0.07867337	0.39442192	1137
ENSG00000227344	HAUS6P1	-0.073868308	0.39448983	NA
ENSG00000089057	SLC23A2	-0.070144397	0.394567857	9962
ENSG00000178248	LINC01658	0.103657135	0.394586156	388882
ENSG00000177596		0.112792521	0.394678428	100288208
ENSG00000249242	TMEM150C	0.082572355	0.394680064	441027
ENSG00000117597	DIEXF	-0.104154172	0.394796328	27042
ENSG00000260112		-0.096373851	0.394841766	NA
ENSG00000223865	HLA-DPB1	0.13644257	0.394841894	3115
ENSG00000173918	C1QTNF1	-0.084728921	0.394893722	114897
ENSG00000214944	ARHGEF28	-0.084101997	0.394924542	64283
ENSG00000179636	TPPP2	0.084816896	0.394971172	122664
ENSG00000123594	ATXN3L	-0.097054446	0.395160098	92552
ENSG00000171703	TCEA2	-0.094491244	0.395173262	6919
ENSG00000166928	MS4A14	-0.075977029	0.39518301	84689
ENSG00000198576	ARC	-0.239125362	0.395191713	23237
ENSG00000181101	SDCCAG3P2	0.097633272	0.395217414	NA
ENSG00000075420	FNDC3B	0.138083643	0.395257261	64778
ENSG00000226380		0.094197664	0.395278298	NA
ENSG00000275126	HIST1H4L	0.097478422	0.395286849	8368
ENSG00000115677	HDLBP	0.092770744	0.395387313	3069
ENSG00000225536	STIP1P3	-0.078991416	0.39551392	NA
ENSG00000128050	PAICS	-0.079019305	0.395576008	10606
ENSG00000234749	FAM90A21P	0.073435617	0.395703173	NA
ENSG00000122359	ANXA11	0.127989216	0.395709929	311
ENSG00000196284	SUPT3H	-0.086012691	0.39593394	8464
ENSG00000134940	ACRV1	-0.105975021	0.395945997	56
ENSG00000181192	DHTKD1	0.096779626	0.396076604	55526
ENSG00000111341	MGP	0.408311357	0.396124847	4256
ENSG00000273374		0.108307897	0.396305952	NA
ENSG00000096696	DSP	0.097499529	0.396329484	1832
ENSG00000138092	CENPO	0.084788537	0.396376786	79172
ENSG00000099365	STX1B	-0.07637107	0.396435946	112755
ENSG00000165702	GFI1B	-0.085606674	0.396499791	8328
ENSG00000080845	DLGAP4	0.089177706	0.396518905	22839
ENSG00000155363	MOV10	0.120560926	0.396529321	4343
ENSG00000236542	MED28P7	0.069547323	0.396791413	NA
ENSG00000197256	KANK2	0.140727491	0.396914296	25959
ENSG00000187372	PCDHB13	0.077389043	0.397022961	56123
ENSG00000204699	UBTFL3	-0.072164173	0.397025976	NA
ENSG00000203747	FCGR3A	0.217755616	0.397054151	2214
ENSG00000180219	FAM71C	-0.081702493	0.397131167	196472
ENSG00000143217	NECTIN4	0.082672003	0.397277877	81607
ENSG00000108469	RECQL5	0.183549882	0.397309213	9400
ENSG00000173239	LIPM	-0.08508117	0.39739018	340654
ENSG00000169436	COL22A1	-0.203463055	0.397399397	169044
ENSG00000090659	CD209	-0.086127232	0.397482342	30835
ENSG00000066379	ZNRD1	0.109281061	0.397502214	30834
ENSG00000248371	LINC02056	0.094855004	0.397635019	102477328
ENSG00000080503	SMARCA2	-0.101038661	0.397732464	6595
ENSG00000178226	PRSS36	0.087242724	0.39784041	146547
ENSG00000197780	TAF13	-0.149143345	0.397975915	6884
ENSG00000160999	SH2B2	-0.069062984	0.39803321	10603
ENSG00000132000	PODNL1	-0.079793422	0.398038041	79883
ENSG00000145241	CENPC	0.114648976	0.398105759	1060
ENSG00000249661	TNRC18P1	-0.088026545	0.398164689	NA
ENSG00000257790	EIF4A1P4	0.070219427	0.398182078	NA
ENSG00000179151	EDC3	0.131622341	0.398191562	80153
ENSG00000185522	LMNTD2	0.10092913	0.398208919	256329
ENSG00000203908	KHDC3L	0.070270157	0.398265093	154288
ENSG00000134612	FOLH1B	0.081431409	0.398546437	219595
ENSG00000148429	USP6NL	-0.07290905	0.398581863	9712
ENSG00000207628	MIR651	0.092614784	0.398750824	723779
ENSG00000257261		-0.081924009	0.39876544	NA
ENSG00000159588	CCDC17	0.106829848	0.398778782	149483
ENSG00000166450	PRTG	-0.086304343	0.398809071	283659
ENSG00000221954	OR4C12	0.096776666	0.398833325	283093
ENSG00000143851	PTPN7	-0.076626746	0.398907146	5778
ENSG00000151364	KCTD14	-0.114695794	0.398924803	65987
ENSG00000171105	INSR	-0.093356789	0.399201066	3643
ENSG00000233668		-0.075395566	0.399225107	NA
ENSG00000250474	WBP1LP2	0.103312609	0.399250846	NA
ENSG00000249351		-0.099195616	0.399297015	NA
ENSG00000229422		-0.091409095	0.399303065	NA
ENSG00000159231	CBR3	0.142249112	0.399340393	874
ENSG00000168214	RBPJ	0.073391014	0.399355913	3516
ENSG00000198703	OR10R3P	0.070795214	0.399454359	NA
ENSG00000234492	RPL34-AS1	0.107920306	0.399458838	285456
ENSG00000236384	LINC00479	-0.076249268	0.399600594	150135
ENSG00000159023	EPB41	0.082877231	0.399676163	2035
ENSG00000267384	SMCO4P1	0.102096663	0.399764064	NA
ENSG00000167083	GNGT2	-0.077314628	0.399771029	2793
ENSG00000236570	RAD23BP1	-0.08632858	0.399817089	NA
ENSG00000175505	CLCF1	0.120139505	0.399821955	23529
ENSG00000197713	RPE	-0.079965959	0.3999738	6120
ENSG00000260281	ITFG1-AS1	-0.09610236	0.400103682	NA
ENSG00000235175	RPL26P37	0.076945804	0.400110072	NA
ENSG00000105664	COMP	-0.089540725	0.400117035	1311
ENSG00000204952	FBXO47	-0.078040924	0.400184963	494188
ENSG00000171940	ZNF217	-0.097806852	0.400192913	7764
ENSG00000132394	EEFSEC	-0.10138502	0.400300503	60678
ENSG00000164687	FABP5	0.106604073	0.400302611	2171
ENSG00000125337	KIF25	-0.170749559	0.400308318	3834
ENSG00000171223	JUNB	0.165221372	0.400332222	3726
ENSG00000263812	LINC00908	0.079111692	0.400431343	284276
ENSG00000224881		0.10318337	0.400451778	NA
ENSG00000277837		0.085576371	0.400494495	NA
ENSG00000189375	TBC1D28	-0.088335664	0.40056906	254272
ENSG00000262001	DLGAP1-AS2	-0.08239687	0.400614292	NA
ENSG00000136840	ST6GALNAC4	0.080562675	0.400728979	27090
ENSG00000207633	MIR505	0.086266512	0.400773535	574508
ENSG00000235472	EIF4A1P7	-0.093439071	0.400797937	NA
ENSG00000254510		0.110885113	0.400809696	NA
ENSG00000172320	OR5A1	-0.085286828	0.401019011	219982
ENSG00000215915	ATAD3C	0.087167706	0.401146782	219293
ENSG00000236191	RPS15AP25	0.071448223	0.401148289	NA
ENSG00000214941	ZSWIM7	0.081823967	0.401221241	125150
ENSG00000099994	SUSD2	0.092265678	0.401232473	56241
ENSG00000206612	SNORA2A	0.077042426	0.401328788	677793
ENSG00000262180	OCLM	0.086828894	0.401367052	10896
ENSG00000241316	SUCLG2-AS1	-0.092140355	0.401438963	101927111
ENSG00000089006	SNX5	-0.093663721	0.401493557	27131
ENSG00000103175	WFDC1	-0.169760681	0.401572626	58189
ENSG00000078043	PIAS2	0.099106814	0.401585327	9063
ENSG00000205208	C4orf46	-0.079483953	0.401609692	201725
ENSG00000165953	SERPINA12	0.114641847	0.401610749	145264
ENSG00000237339	LINC01502	-0.092845654	0.401621767	100130954
ENSG00000166343	MSS51	0.085936131	0.40163424	118490
ENSG00000157456	CCNB2	-0.078692681	0.401634743	9133
ENSG00000173157	ADAMTS20	-0.098036439	0.40171891	80070
ENSG00000165125	TRPV6	-0.088691453	0.401774964	55503
ENSG00000106609	TMEM248	0.112827968	0.401782413	55069
ENSG00000151687	ANKAR	-0.086001195	0.401974739	150709
ENSG00000215126	CBWD6	0.089477325	0.402077498	644019
ENSG00000138380	CARF	-0.08763847	0.402110259	79800
ENSG00000145920	CPLX2	0.084810653	0.402120171	10814
ENSG00000172345	STARD5	0.073946824	0.40213125	80765
ENSG00000123159	GIPC1	0.104963881	0.402170024	10755
ENSG00000263829	FAM60BP	0.07307732	0.40218977	NA
ENSG00000136630	HLX	0.10438715	0.402206647	3142
ENSG00000138688	KIAA1109	0.096531759	0.402222749	84162
ENSG00000169484	OR4K14	0.102235169	0.402313571	122740
ENSG00000075790	BCAP29	-0.189273609	0.402321827	55973
ENSG00000249931	GOLGA8K	-0.067531148	0.402326842	653125
ENSG00000099399	MAGEB2	-0.082669284	0.40240773	4113
ENSG00000186281	GPAT2	-0.084610145	0.402440825	150763
ENSG00000240184	PCDHGC3	0.089552394	0.40258971	5098
ENSG00000185722	ANKFY1	-0.09552616	0.402675017	51479
ENSG00000238117		-0.117022422	0.402730602	NA
ENSG00000114374	USP9Y	0.075758819	0.402752361	8287
ENSG00000256704	SDCCAG3P1	0.099682499	0.40275304	NA
ENSG00000125879	OTOR	0.088391947	0.402754186	56914
ENSG00000185988	PLK5	0.142378618	0.40275635	126520
ENSG00000158714	SLAMF8	-0.073583443	0.402836115	56833
ENSG00000150893	FREM2	0.128521389	0.402858556	341640
ENSG00000149972	CNTN5	-0.07646425	0.402941547	53942
ENSG00000104047	DTWD1	-0.111486627	0.40294233	56986
ENSG00000124103	FAM209A	0.100499493	0.402993261	200232
ENSG00000172061	LRRC15	0.06927602	0.403172391	131578
ENSG00000169981	ZNF35	0.115858282	0.403211342	7584
ENSG00000213614	HEXA	-0.087967333	0.403214975	3073
ENSG00000183784	C9orf66	-0.105423036	0.403261942	157983
ENSG00000170500	LONRF2	-0.203230026	0.403294196	164832
ENSG00000157554	ERG	0.090082621	0.403324436	2078
ENSG00000251680		0.094786361	0.403326495	NA
ENSG00000096088	PGC	0.084710741	0.403333427	5225
ENSG00000216560	LINC00955	-0.092472202	0.403370026	NA
ENSG00000207559	MIR578	0.072299712	0.40344193	693163
ENSG00000262539		-0.090410315	0.403677392	NA
ENSG00000162814	SPATA17	-0.083685983	0.403726211	128153
ENSG00000154553	PDLIM3	0.178357387	0.403799557	27295
ENSG00000242114	MTFP1	-0.116619707	0.403845565	51537
ENSG00000172766	NAA16	0.085501054	0.403867456	79612
ENSG00000197275	RAD54B	-0.107271315	0.403910628	25788
ENSG00000104228	TRIM35	0.107707437	0.403929448	23087
ENSG00000266932		-0.094990293	0.403934311	NA
ENSG00000174695	TMEM167A	0.120487909	0.403947506	153339
ENSG00000250326		0.095007727	0.404003349	105377623
ENSG00000131153	GINS2	0.136347615	0.404120211	51659
ENSG00000197487	GALP	0.076560889	0.404129046	85569
ENSG00000283164		-0.119472823	0.404137475	NA
ENSG00000183763	TRAIP	-0.073974352	0.404145966	10293
ENSG00000111319	SCNN1A	0.088020164	0.404263098	6337
ENSG00000214544	GTF2IRD2P1	0.079854985	0.4043994	NA
ENSG00000134698	AGO4	0.105525349	0.404403099	192670
ENSG00000180787	ZFP3	0.134425942	0.404557337	124961
ENSG00000213211	KRT18P64	0.085535082	0.404561146	NA
ENSG00000257818	C1GALT1P1	0.084547778	0.404593659	NA
ENSG00000211707	TRBV7-1	-0.114971564	0.404634358	NA
ENSG00000231649	SPATA31B1P	0.109926817	0.404664198	NA
ENSG00000197857	ZNF44	0.080296101	0.40470441	51710
ENSG00000166024	R3HCC1L	-0.119593347	0.404762843	27291
ENSG00000259283		-0.077783294	0.404808546	NA
ENSG00000231588	SHQ1P1	0.084219149	0.404833304	NA
ENSG00000140326	CDAN1	0.147689458	0.404877383	146059
ENSG00000130997	POLN	-0.132085871	0.404948533	353497
ENSG00000116668	SWT1	0.091089551	0.404954362	54823
ENSG00000207976	MIR607	-0.073347264	0.404991608	693192
ENSG00000259384	GH1	0.081819359	0.405027147	2688
ENSG00000205628	LINC01446	0.095796723	0.405061216	401337
ENSG00000223547	ZNF844	0.089094091	0.405084238	284391
ENSG00000146592	CREB5	0.090916275	0.405217103	9586
ENSG00000231305		-0.077894877	0.405239865	NA
ENSG00000277535		0.103785239	0.405271655	NA
ENSG00000168878	SFTPB	0.072180021	0.405285384	6439
ENSG00000111046	MYF6	-0.096049732	0.405334182	4618
ENSG00000145675	PIK3R1	0.089542342	0.405373949	5295
ENSG00000078699	CBFA2T2	-0.077286625	0.405382859	9139
ENSG00000172239	PAIP1	0.133815766	0.405385171	10605
ENSG00000250423	KIAA1210	0.086838759	0.405404463	57481
ENSG00000116748	AMPD1	-0.075351315	0.405413702	270
ENSG00000233220	LINC00167	-0.098476385	0.405542601	NA
ENSG00000121104	FAM117A	0.092526735	0.405570479	81558
ENSG00000141096	DPEP3	-0.103866343	0.405583909	64180
ENSG00000182325	FBXL6	0.095840722	0.405634096	26233
ENSG00000204928	GRXCR2	0.072718335	0.40565212	643226
ENSG00000197653	DNAH10	0.10156722	0.405680177	196385
ENSG00000100106	TRIOBP	-0.102918967	0.405697203	11078
ENSG00000182752	PAPPA	0.103913542	0.405748594	5069
ENSG00000196539	OR2T3	-0.069247623	0.405801012	343173
ENSG00000232593	KANTR	0.073575613	0.405887886	NA
ENSG00000145198	VWA5B2	0.145279827	0.405988576	90113
ENSG00000163666	HESX1	0.096364711	0.406029207	8820
ENSG00000131019	ULBP3	-0.06952359	0.406140901	79465
ENSG00000245017	LINC02453	0.090174249	0.406155094	643770
ENSG00000231788	RPL31P50	0.121797803	0.406212529	NA
ENSG00000225871		0.079831847	0.4062309	NA
ENSG00000125779	PANK2	-0.078201246	0.406294531	80025
ENSG00000275038		-0.094034939	0.40634239	NA
ENSG00000135083	CCNJL	0.096907789	0.406357695	79616
ENSG00000174599	TRAM1L1	0.110037922	0.40638029	133022
ENSG00000231987	LINC01787	0.086754199	0.406534291	101928241
ENSG00000267710	EDDM13	0.089493394	0.406617605	100506374
ENSG00000167216	KATNAL2	0.207102611	0.406626933	83473
ENSG00000229086	LINC01548	-0.102093756	0.406713248	NA
ENSG00000113580	NR3C1	0.094558274	0.406773227	2908
ENSG00000227268	KLLN	0.08453099	0.406781153	100144748
ENSG00000267102		0.082539175	0.406801883	NA
ENSG00000164530	PI16	0.264470401	0.406908715	221476
ENSG00000142273	CBLC	-0.097308647	0.406966253	23624
ENSG00000108018	SORCS1	-0.138219684	0.406968473	114815
ENSG00000230450	NEK2P4	0.07228897	0.407055212	NA
ENSG00000258977	LINC01467	-0.066302696	0.407220395	101928559
ENSG00000138813	C4orf17	0.10887041	0.40726996	84103
ENSG00000120068	HOXB8	0.136506074	0.4074648	3218
ENSG00000176390	CRLF3	-0.118217564	0.407510914	51379
ENSG00000186118	TEX38	-0.095768411	0.407540651	374973
ENSG00000170542	SERPINB9	-0.098100206	0.407560887	5272
ENSG00000281832	LINC00602	0.093859262	0.407603334	441177
ENSG00000178750	STX19	0.082218021	0.407659964	415117
ENSG00000134369	NAV1	-0.083806675	0.407676582	89796
ENSG00000165392	WRN	-0.098023759	0.40774084	7486
ENSG00000260852	FBXL19-AS1	-0.115381893	0.408042767	283932
ENSG00000091656	ZFHX4	-0.10053691	0.408046674	79776
ENSG00000254986	DPP3	0.145352208	0.408196226	10072
ENSG00000112394	SLC16A10	0.08765836	0.408216703	117247
ENSG00000162004	CCDC78	0.07379318	0.408238194	124093
ENSG00000237706	TRIM51EP	0.103013114	0.408307228	NA
ENSG00000204922	UQCC3	0.134999241	0.408320987	790955
ENSG00000262048		0.080548714	0.408328714	NA
ENSG00000198900	TOP1	-0.10045144	0.408455094	7150
ENSG00000186226	LCE1E	-0.079122522	0.408495333	353135
ENSG00000260549	MT1L	0.075179296	0.408513367	4500
ENSG00000273611	ZNHIT3	0.074445864	0.408540827	9326
ENSG00000162365	CYP4A22	-0.107147475	0.408545826	284541
ENSG00000207735	MIR520D	0.066735327	0.408662019	574482
ENSG00000197935	ZNF311	0.125462654	0.408679792	282890
ENSG00000237897		-0.070069462	0.408709564	NA
ENSG00000173809	TDRD12	-0.088171689	0.408709677	91646
ENSG00000215873	FEN1P1	0.110227864	0.408742433	NA
ENSG00000254656	RTL1	-0.081218968	0.408797006	388015
ENSG00000160199	PKNOX1	-0.106962678	0.4088963	5316
ENSG00000235034	C19orf81	0.114535035	0.408935534	342918
ENSG00000087128	TMPRSS11E	0.087957296	0.408969932	28983
ENSG00000140406	TLNRD1	0.16679159	0.408978312	59274
ENSG00000185633	NDUFA4L2	0.109298731	0.408983329	56901
ENSG00000170373	CST1	0.081126401	0.408990522	1469
ENSG00000128342	LIF	0.086269522	0.408997412	3976
ENSG00000154102	C16orf74	0.120327465	0.409038743	404550
ENSG00000215244		0.096356563	0.409209387	399715
ENSG00000228384		0.0918502	0.409226583	NA
ENSG00000178919	FOXE1	0.09042909	0.409249811	2304
ENSG00000170054	SERPINA9	0.066296975	0.409305865	327657
ENSG00000004766	VPS50	-0.133019618	0.409426517	55610
ENSG00000143512	HHIPL2	0.122722438	0.40944843	79802
ENSG00000232824	PRR13P1	-0.083974946	0.409497058	NA
ENSG00000122304	PRM2	0.086509331	0.409503277	5620
ENSG00000128815	WDFY4	-0.114586179	0.409546737	57705
ENSG00000226789		0.072626415	0.40957166	NA
ENSG00000122507	BBS9	0.091792346	0.40965243	27241
ENSG00000180053	NKX2-6	-0.085427723	0.409746095	137814
ENSG00000162733	DDR2	0.173014351	0.409746338	4921
ENSG00000197582	GPX1P1	0.097915412	0.409810373	NA
ENSG00000184108	TRIML1	0.074034332	0.40985046	339976
ENSG00000183935	HTR7P1	0.092599063	0.409956921	93164
ENSG00000114473	IQCG	0.095365782	0.409966173	84223
ENSG00000077420	APBB1IP	-0.178422689	0.410002382	54518
ENSG00000248781	PSMC1P4	-0.091729969	0.410033485	NA
ENSG00000197956	S100A6	-0.101087536	0.410169138	6277
ENSG00000217680	UBE2V1P15	0.095074178	0.410239412	NA
ENSG00000231841	FAM192BP	0.069035752	0.410273542	NA
ENSG00000204663	CST13P	0.081414974	0.410300709	164380
ENSG00000255094		-0.079158294	0.410323662	NA
ENSG00000005249	PRKAR2B	0.091632157	0.410329275	5577
ENSG00000198087	CD2AP	-0.082358439	0.410351262	23607
ENSG00000120685	PROSER1	0.072007694	0.410424362	80209
ENSG00000214243		-0.101319488	0.410492179	NA
ENSG00000186150	UBL4B	0.083252908	0.410515356	164153
ENSG00000169203	NPIPB12	0.077598085	0.410528891	440353
ENSG00000112115	IL17A	-0.10527409	0.410630987	3605
ENSG00000260984	FGFR3P5	-0.097061358	0.410638606	NA
ENSG00000162777	DENND2D	0.096761762	0.410651841	79961
ENSG00000223779		-0.106462905	0.410718833	NA
ENSG00000173769	TOPAZ1	-0.099388276	0.410822604	375337
ENSG00000182400	TRAPPC6B	0.122219825	0.410855094	122553
ENSG00000200792	SNORA80A	-0.070892277	0.410855228	677846
ENSG00000159882	ZNF230	-0.083757321	0.411001716	7773
ENSG00000110841	PPFIBP1	0.094916235	0.411019755	8496
ENSG00000080910	CFHR2	0.074559884	0.411075071	3080
ENSG00000132518	GUCY2D	-0.092689246	0.411119557	3000
ENSG00000179902	C1orf194	0.13289016	0.411132596	127003
ENSG00000170790	OR10A2	-0.07622665	0.411137726	341276
ENSG00000149716	ORAOV1	-0.074496967	0.411144456	220064
ENSG00000177875	CCDC184	-0.098711942	0.411371783	387856
ENSG00000137574	TGS1	-0.072445496	0.411388068	96764
ENSG00000109991	P2RX3	0.08742945	0.411687073	5024
ENSG00000232994	RPL7P14	0.079188721	0.411705862	NA
ENSG00000240590	RPSAP48	-0.072004213	0.411746364	NA
ENSG00000124198	ARFGEF2	-0.085026656	0.411767119	10564
ENSG00000181019	NQO1	-0.093032089	0.411811045	1728
ENSG00000160111	CPAMD8	-0.097751558	0.411824114	27151
ENSG00000197461	PDGFA	0.073024045	0.411958251	5154
ENSG00000166634	SERPINB12	0.097985688	0.412114958	89777
ENSG00000111269	CREBL2	-0.111810404	0.412178492	1389
ENSG00000204659	CBY3	-0.099371352	0.412207216	646019
ENSG00000157021	FAM92A1P1	0.068782104	0.412396162	NA
ENSG00000080166	DCT	0.083340716	0.412397231	1638
