hgnc_symbol	logFC_MUO	PValue_MUO	entrezgene
ATP11A-AS1	-0.024710519	0.509316915	NA
PUS7	-0.031319755	0.50933024	54517
PTENP1	-0.043910438	0.509344072	NA
SPSB4	0.033229284	0.509360803	92369
HRH3	-0.029942102	0.509369055	11255
LOC102725168	-0.015084403	0.509414577	NA
CASC9	-0.023228239	0.509456337	NA
MIR4424	-0.008309501	0.509480906	NA
ZNF227	0.040501188	0.509568135	7770
LOC101927636	0.014508927	0.509570552	NA
TGM4	0.012268066	0.50969179	7047
NA	NA	NA	NA
KGFLP1	0.023978096	0.509743111	NA
MIR4752	-0.017900737	0.509750803	NA
FAM19A4	0.011343821	0.509826921	151647
D21S2090E	-0.011561801	0.509849165	NA
LINC01304	-0.015537808	0.509928686	NA
LOC105373836	-0.068324497	0.509985234	NA
UPK3A	-0.022539411	0.510055466	7380
C5orf34	0.012137275	0.510088273	375444
NA	NA	NA	NA
LOC105369492	0.014421733	0.510183838	NA
SORBS2	-0.017909459	0.510219657	8470
SORBS2	-0.017909459	0.510219657	8470
OR5M10	0.012172152	0.510222439	390167
MIR372	0.011622837	0.510229917	NA
KCNK1	-0.011117118	0.510242105	3775
ZUFSP	0.021972655	0.51026107	NA
MIR409	0.016540528	0.510371735	NA
OR5E1P	-0.014055527	0.510392214	NA
SNX2	-0.057181223	0.510396697	6643
SUN3	0.009844098	0.510442437	256979
PLCL1	-0.055367607	0.510445302	5334
LOC105370414	0.010410851	0.510450531	NA
MIR4699	-0.009225027	0.510461027	NA
LOC105377390	-0.012145993	0.510477071	NA
LOC100505824	-0.015738352	0.510482694	NA
LOC105370187	-0.013785225	0.510609069	NA
LOC101928748	-0.011143274	0.510663464	NA
ACYP2	0.055472239	0.510696954	98
ACYP2	0.055472239	0.510696954	98
PRB3	-0.012520926	0.510714075	5544
LOC105370847	0.014360703	0.510715936	NA
GGH	0.021126884	0.510734041	8836
ALB	-0.015468052	0.510812597	213
PLGRKT	0.026009695	0.5108581	55848
NA	NA	NA	NA
RNF43	0.014142719	0.510991316	54894
LINC01225	0.017194474	0.511013328	NA
LINC00908	0.024632047	0.511017132	NA
LOC100287225	0.013323102	0.511045909	NA
RAB20	-0.060843332	0.511070177	55647
CT83	-0.031372071	0.511228354	203413
LOC105370111	-0.013209752	0.511228699	NA
SPATA8	-0.015197756	0.511326407	NA
TCFL5	-0.067452568	0.511403567	10732
LOC105374177	-0.017822267	0.511459756	NA
LCT	0.016619002	0.511472174	3938
ZRANB3	0.030020577	0.511489886	84083
LOC284930	0.013462612	0.51150822	NA
IPW /// SNORD116-19 /// SNORD116-17 /// SNRPN	-0.129743311	0.511553411	NA
FAM83H-AS1	-0.022469658	0.511562871	NA
NA	NA	NA	NA
SNORD116-19 /// SNORD116-17	-0.129743311	0.511604125	NA
RPEL1	0.015520368	0.511619455	729020
LMO1	0.019426619	0.51163099	4004
LOC101927896	0.016087123	0.511691453	NA
NFYA	0.071602954	0.51169374	4800
SPDYC	-0.02116176	0.511693749	387778
NA	NA	NA	NA
LOC105374132	0.015921458	0.511842806	NA
C19orf70	-0.067871093	0.511875393	NA
MOB3C	-0.041887558	0.511920154	148932
FXYD2 /// FXYD6-FXYD2 /// FXYD6	-0.017569409	0.511938923	NA
POMGNT2	0.029462542	0.512001216	84892
IL13RA2	-0.009774343	0.51202313	3598
KLRC3 /// KLRC2	-0.013985769	0.512172272	NA
LOC105375557	0.019208636	0.512220567	NA
LOC105369906	0.012015205	0.512222911	NA
USP12-AS1	0.017961775	0.512244234	NA
ZFP37	0.033996582	0.512279951	7539
IFNL2	0.020560128	0.512347595	282616
IFT22	-0.046526228	0.51237816	64792
CLDN24	-0.026663644	0.512403809	100132463
SNORD116-20 /// SNORD116@	-0.236153739	0.512444331	NA
CCDC130	-0.041451591	0.512453077	81576
NA	NA	NA	NA
LINC01273	-0.023699079	0.512545005	NA
COMMD5 /// ZNF250	-0.031005859	0.512585227	NA
KRT20	-0.015624999	0.512601103	54474
SMG1P1 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// LOC105371137 /// LOC101060386 /// LOC101060596	0.072126129	0.512638251	NA
NA	NA	NA	NA
NA	NA	NA	NA
KLRG1	0.046822685	0.512745517	10219
BTNL2	0.019025531	0.512817843	56244
LOC101929787	-0.031223841	0.512817856	NA
NA	NA	NA	NA
PPP1R26-AS1	0.016418459	0.51283875	NA
C5orf52	0.013331822	0.512848814	100190949
NOC3L	-0.066109793	0.512853569	64318
OTUD7B	-0.071463453	0.512868045	56957
LOC102724736 /// LOC105374973	-0.012145995	0.513000423	NA
USP36	-0.042445591	0.513043181	57602
LOC105370848	0.012547082	0.51307089	NA
SNCB	-0.020996093	0.513087666	6620
NA	NA	NA	NA
MIR4662A	0.010227746	0.513150165	NA
TSPY1 /// TSPY3 /// TSPY10	0.015398298	0.513153306	NA
CDH10	-0.011884419	0.513201686	1008
LOC100131047	-0.016706194	0.51329842	NA
STOML1	0.027919226	0.513315229	9399
LOC101929427 /// ST3GAL4	-0.011666435	0.513319054	NA
LOC105370259	0.013793946	0.513340411	NA
ZNF565	0.033726284	0.513356625	147929
OR10Z1	-0.016575406	0.513357615	128368
JOSD1	-0.033708844	0.513360353	9929
MIR4536-1	-0.011117114	0.513448294	NA
OR4L1	-0.012058804	0.513480449	122742
WNT3 /// LOC101929777	0.073852537	0.513552718	NA
SDC3	0.0332816	0.513630407	9672
LOC105369324	-0.017874585	0.513675061	NA
DMKN	-0.044363839	0.513681552	93099
GOLGA2P2Y /// GOLGA2P3Y	-0.029174806	0.513684405	NA
LOC727751	0.042131697	0.513695416	NA
GPR35 /// CAPN10	0.019435338	0.513713061	NA
GSG1L	0.028590613	0.513762689	146395
KMT5A	0.038417274	0.513834211	387893
NA	NA	NA	NA
DDX3Y	-0.130092077	0.513872178	8653
ACTA2	-0.123203823	0.513962375	59
NA	NA	NA	NA
ZNF852	-0.034205846	0.514002795	285346
ZNRF2 /// LINC01176	0.065883089	0.514013863	NA
CCDC39 /// LOC101928882	0.017203194	0.514033896	NA
NA	NA	NA	NA
ZNF91	-0.015502932	0.514052215	7644
ZNF91	-0.015502932	0.514052215	7644
LCE1F	-0.014046804	0.514055585	353137
AGXT2	0.014072963	0.514116798	64902
C4orf26	-0.0168893	0.514131764	NA
CENPVP1 /// CENPVP2	0.014936176	0.51450679	NA
LOC105375623	0.013253347	0.514547445	NA
FAM206A	-0.084193636	0.514609268	54942
HYAL1	-0.064775739	0.514648592	3373
GABARAPL2	-0.062674385	0.514864604	11345
KIAA2013	0.039202009	0.514888952	90231
LYPD3	0.041137696	0.51490784	27076
LOC105369628	0.047223773	0.515005073	NA
HIST1H4E	0.026550293	0.515050145	8367
CDH5	-0.074497768	0.515089245	1003
MEIOB	0.013113839	0.515183085	254528
NA	NA	NA	NA
LOC101927143	0.017490935	0.51521729	NA
SNX19	0.072143554	0.51524944	399979
CA5A	0.022242951	0.515269383	763
SYCE1 /// SPRNP1	-0.018083844	0.515270864	NA
LOC105378844	-0.020132882	0.515322086	NA
SCARF1	0.069510323	0.515351862	8578
OR5AK2	-0.010559084	0.515352196	390181
TRIM67	-0.031398232	0.515365404	440730
LINC00092	0.025425504	0.515409918	NA
LOC102725021 /// LOC101927579	-0.022800991	0.515429661	NA
WNT5A	-0.015093124	0.515455244	7474
WNT5A	-0.015093124	0.515455244	7474
NFAT5	0.057617187	0.515474573	10725
LOC101927196	0.014491491	0.515481751	NA
OR10H1	0.010785785	0.515513975	NA
NA	NA	NA	NA
LOC554223 /// HLA-V	-0.019862585	0.515550094	NA
UFSP1	-0.020490375	0.515559726	402682
LOC105370489	-0.014944894	0.515594224	NA
CLRN1-AS1	-0.01044573	0.51559969	NA
NKX2-4	-0.027204242	0.515618687	644524
CAD	0.031790597	0.51563132	790
PPP1CB /// SPDYA	0.031808036	0.515667729	NA
ST20-AS1	-0.031851631	0.515670703	NA
SLC30A2	0.014883861	0.515696093	7780
MANBAL	0.049281529	0.515732974	63905
LOC105377151	-0.015014649	0.515790354	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
MIR133A2 /// MIR1-1HG	0.011247908	0.515874293	NA
NA	NA	NA	NA
HIP1R	-0.039481028	0.515902547	9026
GATS	0.049124583	0.515951564	NA
LOC105373538	0.013933455	0.516063821	NA
TMEM258	-0.040143694	0.516076305	746
NA	NA	NA	NA
CSMD2-AS1	0.016950334	0.516183507	NA
HRAT56	-0.011553084	0.516261318	NA
RNF133	0.012329101	0.516261824	168433
LOC101927685	-0.033229285	0.516414784	NA
LOC105377153	0.008850099	0.51643474	NA
PRKCH	-0.043448313	0.516440438	5583
NA	NA	NA	NA
TSR3	0.058471681	0.516506686	115939
METTL21B	0.030814036	0.516508321	NA
SPDYE4	-0.019810267	0.51657121	388333
SNORA47	0.151715961	0.516579832	NA
DEFB122	-0.018763949	0.516586255	NA
NA	NA	NA	NA
ETNK1	0.040614536	0.516688449	55500
ZBTB11	-0.036865234	0.516728505	27107
LOC101927348	0.012738908	0.516758161	NA
ZFP30	-0.029811312	0.51681553	22835
IFNA21	0.01626151	0.516824493	3452
STK24-AS1 /// LOC105370329	-0.024344307	0.516844485	NA
SNORA58	0.018362864	0.516865622	NA
LOC105369391	0.026149205	0.516872832	NA
LOC645202	-0.025748116	0.516903491	NA
LOC101928107	-0.021074567	0.517044425	NA
NA	NA	NA	NA
DPY19L2P1	-0.014831545	0.51713819	NA
SLC5A4	-0.057782854	0.51714788	6527
LOC105369785	0.016462054	0.517202166	NA
SPANXA2-OT1	0.015127999	0.517205565	NA
NA	NA	NA	NA
HMGA2	0.011160714	0.517243793	8091
LINC00210	0.011762347	0.517259293	NA
LOC105379010	-0.010114398	0.517350788	NA
BACH1-IT2	0.021737233	0.517424076	NA
LOC105374253	0.019260951	0.51744671	NA
LOC105375322	0.008361817	0.517537759	NA
UNC5CL /// OARD1	-0.01623535	0.517567263	NA
CDRT15L2	-0.010157993	0.517587968	256223
COL18A1	0.048863002	0.51760526	80781
OR7A10	-0.034380228	0.51761354	390892
POGK	0.038888112	0.517680364	57645
PTPRN	-0.01184954	0.517702536	5798
FGD1	0.033865794	0.517738885	2245
TRIM63	-0.023446218	0.517742061	84676
DND1	-0.026175365	0.517796334	373863
LOC105372147	0.027962819	0.517924459	NA
LOC101928205	-0.014648438	0.517957847	NA
GLIPR1L1	0.015136718	0.517978237	256710
LINC00167	0.015476773	0.518001081	NA
LOC541472	0.021065849	0.5180084	NA
AXIN2	0.152474541	0.518014443	8313
LOC105378744	0.017892019	0.518022027	NA
SSX4 /// SSX4B /// LOC105369273	-0.010253908	0.51805992	NA
LOC101927093	0.008597237	0.518196018	NA
LOC105378656	-0.012503487	0.518208642	NA
NA	NA	NA	NA
FOXA2	-0.020499092	0.518284712	3170
OTUB2	0.027125768	0.518405139	78990
LOC101927641	-0.016662598	0.518449556	NA
NA	NA	NA	NA
OR13C2	-0.007681711	0.518515478	392376
CXADR /// BTG3	0.015267508	0.518517674	NA
RS1	-0.012564521	0.518524436	6247
TDGF1	-0.012006487	0.5185948	6997
ATP1A4	0.023716517	0.51860143	480
C9orf147	-0.024440221	0.518679546	NA
MIR3177	0.013985769	0.51869853	NA
HES5	-0.025364465	0.518816647	388585
DHFR	-0.052298409	0.518908461	1719
NPBWR1	-0.015049525	0.518910135	2831
MYT1	0.022338867	0.518926766	4661
NA	NA	NA	NA
N4BP2L1	0.087158205	0.519023697	90634
N4BP2L1	0.087158205	0.519023697	90634
BPIFA4P	-0.014692031	0.519037909	NA
LOC105374229	-0.010367257	0.519059761	NA
ACOT1	0.317836217	0.519142116	641371
DEFB104B /// DEFB104A	0.012102398	0.519142923	NA
NA	NA	NA	NA
SH3BGRL2	-0.046840122	0.519209183	83699
NA	NA	NA	NA
LOC105371026	-0.015563968	0.519254778	NA
NA	NA	NA	NA
NGFRAP1	0.027727402	0.519313042	NA
FAM132B	-0.019391743	0.519411879	NA
NA	NA	NA	NA
LOC105377489	-0.017272951	0.519563768	NA
PWWP2B	-0.039062499	0.519608123	170394
KLK3	-0.028294154	0.519632026	354
MIR302B /// MIR302C	-0.012695314	0.519734644	NA
NA	NA	NA	NA
MSH2	-0.061427528	0.519814718	4436
CPSF7	-0.03540039	0.519815931	79869
SBF1	-0.046142578	0.520006037	6305
KPNA6	0.036621093	0.520079383	23633
ZNF320	-0.074140274	0.520112023	162967
ANKRD50	0.052629746	0.520136745	57182
MIR942 /// TTF2	0.014604843	0.520157435	NA
LOC105377183	0.013253348	0.52017873	NA
LOC105373886	-0.016601564	0.520182082	NA
NOV	0.087594167	0.520310913	NA
SETDB1	0.033673969	0.520349134	9869
GPR101	-0.016871864	0.520373334	83550
LOC105379390	0.008719308	0.520434604	NA
PLCZ1	-0.008510047	0.520456172	89869
LOC100287632	-0.014613558	0.520520149	NA
LOC105371592	-0.022792272	0.520581134	NA
MIR4500HG	0.012302941	0.52059161	NA
MIR4500HG	0.012302941	0.52059161	NA
LOC105376230	-0.009146553	0.520608675	NA
LOC105370745	-0.028233118	0.520613876	NA
OR1Q1	0.008187432	0.520646446	158131
OR1Q1	0.008187432	0.520646446	158131
NA	NA	NA	NA
PRY /// PRYP3 /// PRYP4	0.011509485	0.520668531	NA
MIR3681HG /// LOC105373430	0.015555247	0.520686323	NA
NA	NA	NA	NA
LOC105377465	0.021772111	0.520769008	NA
MPV17L	-0.107613698	0.520819306	255027
SYT16	-0.009722027	0.520926061	83851
SYT16	-0.009722027	0.520926061	83851
LOC105379358	-0.017621724	0.520942998	NA
LOC100507642	0.015956336	0.520943634	NA
EAPP	-0.031912667	0.520985554	55837
MAGED4 /// MAGED4B	-0.029035296	0.521001836	NA
NOBOX	-0.015180316	0.52102733	135935
LENEP	0.013096401	0.521076277	55891
ZNF649-AS1	0.015337265	0.521160467	NA
LINC00851	-0.015241349	0.521221824	NA
LINC00668	0.015747073	0.521262301	NA
PDE2A	-0.053327288	0.521294769	5138
JADE3	-0.046517507	0.521328015	9767
NA	NA	NA	NA
TM4SF20	-0.009059364	0.5213549	79853
LINC00700	-0.015066961	0.521384188	NA
OAF	-0.039402555	0.521513161	220323
OAF	-0.039402555	0.521513161	220323
BAG5	0.038835798	0.521516318	9529
KRTAP19-1	-0.015267512	0.52156944	337882
NA	NA	NA	NA
SNORD13	-0.14864677	0.521652436	NA
EIF2B3	0.044346401	0.521686084	8891
EIF3C /// EIF3CL	0.087681362	0.521696719	NA
TEX43	-0.009207588	0.521762439	389320
LOC105371196 /// LOC105371214	-0.061968123	0.521800613	NA
LOC100996291	-0.027195519	0.521888325	NA
TRABD	0.032645091	0.521966625	80305
MAPT	-0.066894533	0.521977812	4137
JPX	-0.074654716	0.521994816	NA
ADIG	-0.012111119	0.522043253	149685
FLJ37201	-0.023934501	0.522115099	NA
PABPC1L	0.033464704	0.522181779	80336
LOC728040	0.009783062	0.522182578	NA
C1orf127	0.013872418	0.522188607	148345
CRIP3 /// ZNF318	0.019923616	0.522207528	NA
SFTA3	0.012224471	0.522268202	253970
LOC105376268	-0.014892578	0.522362568	NA
ME3	-0.036655968	0.522368674	10873
EN2	0.027893067	0.52236927	2020
SARDH	0.024318153	0.522477497	1757
POLR1E	0.048113141	0.522490805	64425
POLR1E	0.048113141	0.522490805	64425
RILPL1	-0.043736048	0.522507234	353116
MIR4311	-0.024143764	0.522532032	NA
LOC101929084	0.009565082	0.52253789	NA
LINC01622	-0.011805943	0.522587894	NA
EPB41L1	-0.024710519	0.522592206	2036
EPB41L1	-0.024710519	0.522592206	2036
FAM181A-AS1	0.018240795	0.52261201	NA
NA	NA	NA	NA
LOC102724124	0.010742188	0.522649048	NA
NA	NA	NA	NA
ENTHD2	0.03200858	0.522708841	NA
ZC3H3	-0.031284878	0.52272036	23144
LOC101929114 /// LOC101929022	-0.012983051	0.52273825	NA
MIR921	-0.030665808	0.522759361	NA
CCDC171 /// LOC100506331	0.019295827	0.522788085	NA
OR5AU1	0.01324463	0.522838803	390445
C2orf91	-0.01234654	0.52286535	400950
IGF2R	0.046630858	0.522871959	3482
SUPT20H	0.031563896	0.522910068	55578
NA	NA	NA	NA
MYO3A	-0.009381977	0.523032314	53904
NA	NA	NA	NA
LIMS3 /// LIMS3-LOC440895 /// LIMS3L /// LOC100507334 /// LOC440895	0.024614607	0.523112201	NA
RNVU1-6	0.031607492	0.523119452	NA
C15orf53	0.022495813	0.523199452	400359
CACNA2D3	0.018432617	0.523273519	55799
SNORA36B /// MIR664A	-0.02961077	0.523302521	NA
LOC100506446	-0.010166711	0.523318803	NA
TBX19	0.026994978	0.523367058	9095
CENPVP1 /// CENPVP2	0.014604839	0.523370871	NA
NA	NA	NA	NA
LOC105374285	0.026227681	0.523433297	NA
TSGA10IP	0.042035783	0.523444512	254187
EGR1	0.187604633	0.523512766	1958
LOC100130520	0.013750348	0.523605567	NA
LOC105378992	-0.010881695	0.523631719	NA
LHX2	0.029061453	0.52366014	9355
NA	NA	NA	NA
CDY2A /// CDY2B	-0.018432616	0.523684969	NA
CPD	-0.05015346	0.523785495	1362
POM121L9P	0.042890277	0.523790511	NA
JAG1 /// LOC105372526	0.088675362	0.523817551	NA
MIR3935	0.054234096	0.523819552	NA
ATOH7	0.011082242	0.523833698	220202
GOLGA6L1 /// GOLGA6L22 /// LOC102723623	0.021196637	0.523892925	NA
TMEM144 /// LOC285505	0.051722936	0.523953865	NA
IFT52	-0.030133928	0.523967393	51098
NA	NA	NA	NA
MIR31HG	-0.012198313	0.524023112	NA
DLEC1	0.088413784	0.524034187	9940
NKX6-1	0.014491488	0.524138289	4825
ABCB6 /// ATG9A	0.027788437	0.524146433	NA
NA	NA	NA	NA
LOC102724020	0.012398857	0.524192506	NA
LOC105377276	-0.007315498	0.524208396	NA
MEIS1	-0.028529574	0.524214031	4211
ARRDC3	-0.052804129	0.524227447	57561
LHFPL1	0.01143973	0.524285396	340596
NA	NA	NA	NA
NDUFAF5	0.027143205	0.524292852	79133
CDX2	-0.017700194	0.524334765	1045
UOX	-0.006905692	0.524412619	NA
DEFB118	0.014848982	0.524413699	117285
NLGN4Y-AS1	0.048130577	0.524488621	NA
KRTAP20-4 /// SPATA31C2	-0.018981933	0.524489888	NA
OR10A2	-0.016139443	0.524509259	341276
FAM74A3	-0.024405343	0.524530186	NA
GNRH2	0.02052525	0.524616514	2797
FRMD8P1	0.043910435	0.524638917	NA
NA	NA	NA	NA
COX6B2	-0.019723075	0.524794221	125965
CCDC27	0.021693639	0.524806302	148870
LOC105374102	0.011029921	0.524819322	NA
SLC50A1	0.045322964	0.524830145	55974
LOC105373609	0.024030415	0.524848815	NA
PRRC2B	0.041207449	0.52489697	84726
TRPV6	-0.016505651	0.524899988	55503
CCDC91 /// LOC101928705	0.035801477	0.524916323	NA
ITGA9-AS1	0.025338308	0.524924879	NA
DCAF4L2	-0.018205917	0.524930553	138009
NA	NA	NA	NA
NA	NA	NA	NA
SLC39A12	0.009739467	0.52499587	221074
BORCS5	0.040754047	0.525027656	118426
TRBV6-7	-0.012486049	0.525039824	NA
NA	NA	NA	NA
NA	NA	NA	NA
OR4F21	-0.010916571	0.525164146	441308
LOC101929289	0.031389509	0.525207735	NA
LOC102725116	0.012704031	0.525214623	NA
CFAP58	0.019818989	0.525280832	159686
OR4C12	-0.0121024	0.525294799	283093
KCND1	-0.028921944	0.525312351	3750
LOC101927378	0.012721469	0.525312909	NA
IGHV1-2 /// IGHG1	0.079790387	0.525328446	NA
TRAV18 /// TRAV20	0.008431571	0.525335626	NA
ETV7	0.0196882	0.525349283	51513
LOC105377732	0.012250631	0.525377967	NA
MIR4440	-0.08644322	0.525509346	NA
LOC102724245	-0.011378696	0.525511807	NA
LOC105378626	0.028869628	0.525522443	NA
AGAP4 /// LOC105369258	0.057791576	0.525563885	NA
DEFB127	-0.008937294	0.525625533	140850
SMG1 /// SMG1P5	0.069649829	0.525648228	NA
IL27	-0.020891464	0.525748821	246778
LOC102724407	0.014413016	0.525784474	NA
CFAP43	0.007507325	0.525832169	80217
ZNF384	-0.028224401	0.525849916	171017
ZNF384	-0.028224401	0.525849916	171017
LINC01103	0.010271347	0.525925873	NA
LOC102723794	-0.094098771	0.525929438	NA
LOC102723876	-0.00915527	0.52592964	NA
DCLRE1C	-0.046840122	0.52595885	64421
CCDC115	0.034598213	0.525982191	84317
CFAP126	-0.020411899	0.525999866	257177
MYO5B	0.015799385	0.526023599	4645
LSM2	0.035696848	0.526025007	57819
LOC105377352	-0.011117117	0.526110154	NA
SLC7A6OS	-0.036812916	0.526148704	84138
LOC105374582	-0.019731794	0.52615006	NA
ZNF235	0.043718608	0.526159842	9310
DUBR	0.024326871	0.526192668	NA
TMEM39B	0.025643482	0.526219179	55116
ZNF812P	0.032278879	0.526229872	NA
NA	NA	NA	NA
C6orf89	0.033848352	0.52629659	221477
CHST1	0.016793387	0.526307535	8534
TSPEAR	-0.017098563	0.526439947	54084
KCNK5	0.035627093	0.526532489	8645
PLXNA4	0.085327149	0.526558366	91584
LOC105369894	-0.008257184	0.526618179	NA
CNTROB	0.037998742	0.526686505	116840
SPRR1B	-0.017900742	0.526712853	6699
CYP4V2 /// KLKB1	-0.09375	0.526832882	NA
MEP1B	0.009643554	0.526840414	4225
NA	NA	NA	NA
TMEM182	0.047206336	0.526884892	130827
SNORD114-2	-0.030133929	0.526931688	NA
NA	NA	NA	NA
PRY /// PRYP3 /// PRYP4	0.011308939	0.526987035	NA
NA	NA	NA	NA
LOC105376366	0.017918176	0.527016373	NA
LOC100506664	0.008213589	0.527016402	NA
LOC729987	-0.01576451	0.527057232	NA
OR4N2	-0.0158953	0.527146794	NA
UBE2E3	-0.042602537	0.527154646	10477
CADM2-AS1	0.012983051	0.527175899	NA
LOC105377499	0.00993129	0.527287592	NA
NA	NA	NA	NA
PHC1	0.054077149	0.527322077	1911
PHC1	0.054077149	0.527322077	1911
NOCT	-0.06251744	0.527461083	25819
NA	NA	NA	NA
MIR4267	0.064793178	0.527523899	NA
LOC101927213	0.019984656	0.527563862	NA
ZFP41 /// GLI4	-0.040675573	0.527608459	NA
LINC00864 /// LOC102724643	-0.014561244	0.527629684	NA
LOC100505609	0.008858818	0.527664415	NA
LOC105369623	-0.026899068	0.527669228	NA
NA	NA	NA	NA
NA	NA	NA	NA
LOC105372986	0.019321989	0.527737829	NA
STIM2	0.02270508	0.527804881	57620
NA	NA	NA	NA
TRAJ57	0.017508371	0.528037722	NA
SEMG1	-0.014238631	0.52806086	6406
LELP1	-0.01436942	0.528067325	149018
LOC728175	-0.017674038	0.528069495	NA
FBXO9	-0.054600307	0.528078095	26268
FBXO9	-0.054600307	0.528078095	26268
NA	NA	NA	NA
OTOGL	0.007420133	0.52815233	283310
NA	NA	NA	NA
GPR152	-0.017778668	0.528194445	390212
NA	NA	NA	NA
LOC105369520	-0.026637484	0.528245246	NA
GYS2	-0.222516743	0.528269175	2998
LOC105378749	0.012233191	0.52826949	NA
DLEU7	0.015258788	0.528304028	220107
ASF1A	0.042951312	0.528363682	25842
LHFPL3-AS2	0.024788993	0.528400135	NA
IFNA5	-0.029750279	0.528554094	3442
EEF2K /// LOC101930123	-0.070329938	0.528583096	NA
LOC101928812	0.020621162	0.528651837	NA
NA	NA	NA	NA
FLJ25758	-0.017028807	0.528686523	NA
KLHDC8A	-0.017054969	0.528731746	55220
GNPNAT1	-0.041625976	0.528766623	64841
HPYR1	-0.008161273	0.528897033	NA
CXorf49B /// CXorf49	-0.017839706	0.528947596	NA
VIM-AS1	0.019400459	0.528986656	NA
VIM-AS1	0.019400459	0.528986656	NA
LOC105378454	0.018964494	0.52900054	NA
NCOA5	-0.056658061	0.529010643	57727
ATG10	-0.043430874	0.529041035	83734
LOC102724596	0.01552909	0.529089345	NA
TUBA4B	-0.034598216	0.529089868	80086
LOC727924 /// OR4M2 /// LOC101927079 /// LOC105369274 /// LOC102723532	-0.012808664	0.529166576	NA
CD320	0.063267299	0.529188123	51293
MAP2K4P1	-0.017665317	0.529213722	NA
IGIP	0.070853099	0.529234652	492311
CHCHD6 /// LOC105374091	-0.01891218	0.529236888	NA
LOC105369656	0.010986328	0.529273828	NA
ATP13A4-AS1	-0.008169992	0.529323191	NA
NA	NA	NA	NA
CLRN2	0.019260951	0.529420653	645104
NEMP1	-0.069004604	0.529441356	23306
NEMP1	-0.069004604	0.529441356	23306
NA	NA	NA	NA
LOC105376395	0.015502931	0.529500072	NA
LOC105377724	0.012163439	0.529520246	NA
NA	NA	NA	NA
NFE2L2	0.034720286	0.529670242	4780
PTBP2	0.075160433	0.529683852	58155
LOC101927577	-0.013994489	0.529685161	NA
MIR2115	0.012093679	0.529717115	NA
TCEAL3	0.045445034	0.52974333	85012
TCEAL3	0.045445034	0.52974333	85012
TCEAL3	0.045445034	0.52974333	85012
PRRX2-AS1	0.01486642	0.529747897	NA
C19orf35	0.026297432	0.52985555	NA
LDOC1L	0.057774136	0.529861452	NA
MIR124-2	-0.058585027	0.529915646	NA
OACYLP	-0.012843544	0.529977764	NA
LOC100128398 /// LOC100288490	-0.02821568	0.5300371	NA
GLI3	0.080357145	0.53005193	2737
MIR4490	0.007812499	0.530111636	NA
